loan_id,customer_id,product_type,origination_date,principal_amount,interest_rate,term_months,risk_grade,current_balance,delinquency_bucket,status,months_on_book
5040,4017,Mortgage,2022-09-05,539761.54,0.0709,240.0,A,402141.0,Current,Active,46
5041,4020,Credit Card,2026-04-30,5493.55,0.1697,,A,4042.07,Current,Active,3
5042,4020,Credit Card,2022-12-13,12943.65,0.1813,,B,7805.24,Current,Active,43
5043,4021,Auto Loan,2025-01-24,39801.53,0.064,36.0,D,35498.94,90+ DPD,Charged Off,18
5044,4022,Credit Card,2022-09-20,8573.71,0.1657,,B,7163.6,Current,Active,46
5045,4022,Credit Card,2023-09-22,4460.45,0.1722,,B,1405.84,60-89 DPD,Active,34
5046,4023,Personal Loan,2024-02-14,13597.54,0.1348,24.0,B,0.0,Current,Paid Off,29
5047,4024,Personal Loan,2025-11-24,6387.67,0.1259,24.0,B,4016.8,Current,Active,8
5048,4026,Personal Loan,2022-12-20,3391.78,0.1487,48.0,A,358.42,Current,Active,43
5049,4027,Auto Loan,2024-09-24,9847.21,0.0895,48.0,E,5337.7,60-89 DPD,Active,22
5050,4028,Personal Loan,2022-12-06,6681.27,0.098,48.0,C,2340.01,90+ DPD,Charged Off,43
5051,4028,Credit Card,2023-11-16,4531.87,0.175,,D,1605.19,Current,Active,32
5052,4029,Personal Loan,2022-03-03,23303.53,0.1441,24.0,C,0.0,Current,Paid Off,52
5053,4029,Auto Loan,2023-11-20,26399.13,0.1075,60.0,A,11222.61,Current,Active,32
5054,4031,Credit Card,2025-09-30,13387.09,0.2215,,C,2906.52,90+ DPD,Active,10
5055,4032,Mortgage,2022-09-05,427922.83,0.0563,180.0,D,323553.34,60-89 DPD,Active,46
5056,4033,Personal Loan,2025-07-19,20238.37,0.1019,36.0,B,13244.17,Current,Active,12
5057,4033,Personal Loan,2024-07-17,22030.98,0.1082,24.0,A,0.0,Current,Paid Off,24
5058,4034,Credit Card,2024-04-28,7888.51,0.23,,A,3030.53,Current,Active,27
5059,4035,Personal Loan,2023-06-26,7543.32,0.1838,48.0,B,1812.19,Current,Active,37
5060,4038,Personal Loan,2023-01-01,14134.44,0.154,36.0,C,0.0,Current,Paid Off,42
5061,4038,Personal Loan,2023-01-30,9363.11,0.1596,48.0,C,1151.67,Current,Active,42
5062,4039,Personal Loan,2022-11-11,11192.08,0.1029,24.0,E,0.0,Current,Paid Off,44
5063,4039,Personal Loan,2025-11-17,3449.02,0.181,24.0,D,2082.94,Current,Active,8
5064,4040,Mortgage,2025-07-17,374598.25,0.0735,240.0,C,335268.74,Current,Active,12
5065,4040,Auto Loan,2025-06-18,44099.94,0.0552,48.0,B,29978.48,Current,Active,13
5066,4040,Credit Card,2022-08-25,10965.27,0.2369,,A,5287.62,Current,Active,47
5067,4041,Personal Loan,2025-07-02,6885.15,0.1052,24.0,A,3482.98,Current,Active,12
5068,4042,Personal Loan,2022-12-13,11124.98,0.1557,36.0,A,0.0,Current,Paid Off,43
5069,4042,Credit Card,2022-05-18,4292.27,0.2212,,B,3489.34,Current,Active,50
5070,4043,Credit Card,2023-01-29,3956.8,0.2426,,C,3231.73,90+ DPD,Charged Off,42
5071,4044,Credit Card,2022-10-14,12598.41,0.2346,,C,3188.49,Current,Active,45
5072,4045,Personal Loan,2024-12-12,4559.63,0.1086,36.0,B,2127.76,Current,Active,19
5073,4045,Personal Loan,2023-05-23,3928.07,0.1281,36.0,A,0.0,Current,Paid Off,38
5074,4046,Credit Card,2023-10-27,17067.86,0.1966,,C,13502.75,90+ DPD,Charged Off,33
5075,4046,Personal Loan,2022-09-12,10618.23,0.1722,36.0,B,0.0,Current,Paid Off,46
5076,4046,Credit Card,2025-10-19,12492.49,0.2529,,C,1520.68,Current,Active,9
5077,4047,Personal Loan,2024-04-06,20469.1,0.1681,48.0,B,8166.6,Current,Active,27
5078,4047,Personal Loan,2025-02-13,8780.79,0.1429,36.0,D,4731.33,Current,Active,17
5079,4048,Personal Loan,2022-06-27,14900.36,0.1092,24.0,D,0.0,Current,Paid Off,49
5080,4049,Credit Card,2023-06-18,11255.61,0.1639,,D,5269.5,Current,Active,37
5081,4049,Credit Card,2022-08-19,4157.02,0.2049,,D,3039.03,Current,Active,47
5082,4050,Credit Card,2022-02-18,14221.79,0.2028,,B,5224.08,Current,Active,53
5083,4051,Mortgage,2025-04-28,628032.62,0.0517,360.0,C,596660.69,Current,Active,15
5084,4051,Personal Loan,2023-01-25,8356.19,0.1408,36.0,B,0.0,Current,Paid Off,42
5085,4052,Auto Loan,2024-01-30,37435.92,0.0523,72.0,B,21357.43,Current,Active,30
5086,4052,Personal Loan,2023-01-29,9140.12,0.1046,48.0,D,1193.38,Current,Active,42
5087,4055,Personal Loan,2023-11-10,20201.01,0.1081,36.0,B,17686.79,90+ DPD,Charged Off,32
5088,4055,Mortgage,2022-12-26,312409.64,0.0544,240.0,C,239934.48,Current,Active,43
5089,4056,Personal Loan,2022-03-28,8838.33,0.1038,24.0,B,0.0,Current,Paid Off,52
5090,4058,Auto Loan,2023-05-28,27722.36,0.0834,72.0,A,12499.44,Current,Active,38
5091,4058,Personal Loan,2022-07-19,6436.24,0.1182,36.0,A,0.0,Current,Paid Off,48
5092,4060,Mortgage,2023-02-16,545201.0,0.0473,240.0,B,420788.72,Current,Active,41
5093,4061,Personal Loan,2024-02-16,13497.59,0.1588,24.0,D,0.0,Current,Paid Off,29
5094,4062,Personal Loan,2024-02-22,16641.24,0.1135,36.0,B,3088.88,Current,Active,29
5095,4062,Credit Card,2022-11-11,1188.11,0.1974,,B,862.48,90+ DPD,Charged Off,44
5096,4063,Credit Card,2026-03-29,4395.65,0.2477,,A,1433.79,Current,Active,4
5097,4063,Personal Loan,2024-12-14,3864.82,0.142,24.0,A,822.01,Current,Active,19
5098,4065,Auto Loan,2025-10-04,32147.62,0.0863,48.0,A,23764.69,Current,Active,9
5099,4065,Personal Loan,2024-02-07,17789.69,0.1237,36.0,B,3621.61,Current,Active,29
5100,4066,Personal Loan,2022-03-25,6296.89,0.1718,48.0,A,0.0,Current,Paid Off,52
5101,4067,Personal Loan,2023-01-04,24957.53,0.1216,36.0,B,0.0,Current,Paid Off,42
5102,4067,Personal Loan,2023-06-30,21435.25,0.107,48.0,B,4621.41,Current,Active,37
5103,4069,Auto Loan,2022-05-22,43773.24,0.0587,48.0,B,0.0,Current,Paid Off,50
5104,4070,Mortgage,2025-07-16,612945.18,0.07,360.0,B,551210.13,30-59 DPD,Active,12
5105,4071,Credit Card,2025-04-14,11094.49,0.2162,,A,6288.74,Current,Active,15
5106,4071,Credit Card,2023-09-24,13654.15,0.2547,,C,6676.11,Current,Active,34
5107,4072,Personal Loan,2023-06-04,23815.32,0.1618,48.0,C,5698.59,90+ DPD,Active,37
5108,4072,Mortgage,2026-03-21,595338.96,0.0681,360.0,B,614205.34,Current,Active,4
5109,4073,Personal Loan,2024-09-22,14306.79,0.1897,36.0,A,5347.79,Current,Active,22
5110,4074,Auto Loan,2025-03-26,8528.71,0.0828,60.0,E,5928.61,Current,Active,16
5111,4074,Credit Card,2026-04-24,9115.05,0.2513,,D,3013.62,Current,Active,3
5112,4076,Auto Loan,2024-02-06,35289.89,0.0729,72.0,B,20634.22,Current,Active,29
5113,4077,Auto Loan,2025-08-04,22783.57,0.0924,48.0,C,17135.0,90+ DPD,Active,11
5114,4078,Auto Loan,2024-07-08,28941.04,0.1025,60.0,D,15966.41,Current,Active,24
5115,4078,Credit Card,2022-03-28,3625.29,0.1831,,C,1740.06,Current,Active,52
5116,4078,Personal Loan,2023-08-20,24193.28,0.1257,36.0,C,1126.49,Current,Active,35
5117,4079,Credit Card,2026-01-27,10468.52,0.1746,,A,8225.66,Current,Active,6
5118,4080,Credit Card,2022-06-03,9013.53,0.2314,,D,5195.8,Current,Active,49
5119,4081,Credit Card,2025-12-14,16952.95,0.1657,,C,12296.06,Current,Active,7
5120,4081,Personal Loan,2026-02-12,9923.25,0.1888,48.0,A,8721.09,Current,Active,5
5121,4082,Personal Loan,2023-01-14,16460.54,0.1509,24.0,C,0.0,Current,Paid Off,42
5122,4083,Auto Loan,2022-05-19,23229.62,0.0587,72.0,B,7045.64,Current,Active,50
5123,4083,Mortgage,2022-11-27,327486.09,0.0735,360.0,B,274347.28,Current,Active,44
5124,4085,Personal Loan,2022-02-07,23138.61,0.1461,24.0,A,0.0,Current,Paid Off,53
5125,4086,Personal Loan,2025-01-08,10130.38,0.1216,36.0,B,5191.0,Current,Active,18
5126,4087,Credit Card,2023-03-24,11977.45,0.233,,E,8798.86,30-59 DPD,Active,40
5127,4087,Personal Loan,2024-10-08,5174.24,0.1553,36.0,A,2110.22,Current,Active,21
5128,4088,Personal Loan,2025-10-22,20150.16,0.0949,48.0,A,15331.22,Current,Active,9
5129,4088,Auto Loan,2024-07-13,24886.7,0.0757,60.0,E,17624.59,90+ DPD,Charged Off,24
5130,4089,Credit Card,2025-05-27,13441.75,0.1605,,A,9557.69,Current,Active,14
5131,4089,Credit Card,2026-02-03,4221.2,0.191,,B,1768.24,Current,Active,5
5132,4090,Credit Card,2023-04-09,16103.94,0.2408,,C,9466.95,60-89 DPD,Active,39
5133,4091,Credit Card,2023-01-07,11632.66,0.208,,C,4539.18,Current,Active,42
5134,4091,Personal Loan,2023-10-05,16247.41,0.1672,36.0,B,1368.08,Current,Active,33
5135,4092,Personal Loan,2026-04-30,14070.23,0.0952,24.0,A,11994.5,Current,Active,3
5136,4093,Credit Card,2025-01-29,4545.25,0.2037,,C,909.09,Current,Active,18
5137,4093,Auto Loan,2024-09-25,25418.81,0.0737,48.0,A,14024.83,Current,Active,22
5138,4094,Personal Loan,2023-01-03,23179.97,0.1306,24.0,B,0.0,Current,Paid Off,42
5139,4094,Auto Loan,2023-12-24,9960.58,0.0869,72.0,E,8394.03,90+ DPD,Charged Off,31
5140,4096,Credit Card,2024-07-25,4648.0,0.2255,,A,2668.26,Current,Active,24
5141,4097,Auto Loan,2023-05-22,41963.12,0.107,48.0,D,9059.49,30-59 DPD,Active,38
5142,4097,Personal Loan,2024-04-23,3488.49,0.1867,36.0,D,3039.91,90+ DPD,Charged Off,27
5143,4098,Credit Card,2025-08-10,5702.6,0.1892,,D,3392.7,Current,Active,11
5144,4098,Auto Loan,2023-06-08,24683.1,0.0988,36.0,C,0.0,Current,Paid Off,37
5145,4099,Personal Loan,2022-12-28,11920.01,0.151,24.0,A,0.0,Current,Paid Off,43
5146,4099,Personal Loan,2026-05-01,16346.01,0.1227,24.0,A,14763.89,Current,Active,2
5147,4100,Auto Loan,2025-10-26,24669.99,0.0508,60.0,C,21479.57,Current,Active,9
5148,4101,Personal Loan,2024-08-31,5647.32,0.143,48.0,A,3048.47,Current,Active,23
5149,4102,Credit Card,2025-08-27,10019.0,0.1857,,C,7689.25,Current,Active,11
5150,4103,Personal Loan,2026-04-09,22151.5,0.1857,24.0,D,19499.83,Current,Active,3
5151,4104,Credit Card,2022-01-03,15559.46,0.2285,,B,11962.81,Current,Active,54
5152,4104,Auto Loan,2025-06-26,31118.64,0.0871,72.0,C,23318.61,Current,Active,13
5153,4105,Credit Card,2023-11-16,1259.61,0.1818,,A,770.08,Current,Active,32
5154,4106,Personal Loan,2022-04-27,6301.97,0.1246,48.0,B,0.0,Current,Paid Off,51
5155,4106,Credit Card,2023-03-04,3755.38,0.1834,,B,1990.51,90+ DPD,Charged Off,40
5156,4108,Auto Loan,2022-03-30,38803.32,0.0648,72.0,C,21685.68,90+ DPD,Charged Off,52
5157,4110,Credit Card,2024-06-11,17463.52,0.2144,,B,8934.33,Current,Active,25
5158,4111,Credit Card,2025-08-14,19139.71,0.2125,,B,10916.19,Current,Active,11
5159,4111,Mortgage,2025-04-18,604828.53,0.0505,180.0,D,406227.07,90+ DPD,Charged Off,15
5160,4111,Personal Loan,2023-01-10,6556.41,0.0984,36.0,C,0.0,Current,Paid Off,42
5161,4112,Auto Loan,2025-09-28,12982.84,0.0683,72.0,D,7341.72,90+ DPD,Charged Off,10
5162,4113,Auto Loan,2023-01-28,35561.39,0.0693,60.0,C,10057.66,Current,Active,42
5163,4114,Personal Loan,2025-09-28,12342.72,0.158,48.0,B,9138.39,Current,Active,10
5164,4116,Personal Loan,2023-01-26,8735.48,0.1491,24.0,B,0.0,Current,Paid Off,42
5165,4117,Personal Loan,2026-04-13,11123.83,0.1055,36.0,E,9621.36,90+ DPD,Active,3
5166,4117,Personal Loan,2023-04-21,6020.74,0.1883,24.0,C,0.0,Current,Paid Off,39
5167,4118,Credit Card,2022-03-14,14616.09,0.2333,,C,10465.19,90+ DPD,Charged Off,52
5168,4118,Credit Card,2023-09-24,4464.91,0.2557,,A,2928.33,Current,Active,34
5169,4120,Mortgage,2024-02-04,342509.55,0.0617,180.0,A,295683.2,Current,Active,29
5170,4121,Auto Loan,2026-04-02,37645.76,0.099,72.0,C,35221.6,Current,Active,3
5171,4121,Credit Card,2023-02-09,1225.03,0.2034,,C,860.04,Current,Active,41
5172,4122,Auto Loan,2023-11-30,31838.39,0.0636,48.0,A,10235.48,Current,Active,32
5173,4122,Auto Loan,2025-07-18,30479.86,0.0755,60.0,D,10938.13,90+ DPD,Charged Off,12
5174,4123,Auto Loan,2023-05-20,37656.67,0.0862,72.0,B,17885.55,Current,Active,38
5175,4124,Auto Loan,2024-09-04,9632.72,0.0746,36.0,B,8442.35,90+ DPD,Charged Off,22
5176,4125,Credit Card,2026-02-26,16339.0,0.2131,,B,12945.9,Current,Active,5
5177,4126,Personal Loan,2022-12-07,3315.28,0.1449,36.0,B,0.0,Current,Paid Off,43
5178,4127,Credit Card,2024-09-22,5376.26,0.2015,,B,4750.12,90+ DPD,Charged Off,22
5179,4127,Mortgage,2024-01-31,472033.53,0.0559,240.0,D,181420.21,90+ DPD,Charged Off,30
5180,4129,Personal Loan,2023-06-16,11934.2,0.1251,36.0,A,0.0,Current,Paid Off,37
5181,4130,Credit Card,2024-04-08,8931.55,0.184,,C,3424.44,90+ DPD,Charged Off,27
5182,4131,Credit Card,2024-11-11,16682.79,0.2057,,C,2790.95,Current,Active,20
5183,4132,Personal Loan,2025-10-13,15945.02,0.1446,36.0,D,11625.45,Current,Active,9
5184,4133,Credit Card,2023-03-16,10714.3,0.1603,,B,9097.32,Current,Active,40
5185,4134,Mortgage,2023-07-18,520844.25,0.0726,240.0,E,380572.61,90+ DPD,Charged Off,36
5186,4135,Auto Loan,2025-10-20,25483.66,0.0629,72.0,C,21502.28,Current,Active,9
5187,4135,Personal Loan,2023-10-04,9406.65,0.1499,48.0,A,3065.14,Current,Active,33
5188,4136,Mortgage,2023-12-07,341175.66,0.0464,240.0,B,283851.34,30-59 DPD,Active,31
5189,4137,Credit Card,2026-02-14,4721.5,0.2269,,C,1044.91,Current,Active,5
5190,4137,Credit Card,2022-06-10,9503.44,0.2486,,A,5724.38,Current,Active,49
5191,4138,Personal Loan,2023-07-08,16673.37,0.1867,48.0,D,4167.9,30-59 DPD,Active,36
5192,4138,Personal Loan,2026-05-31,16353.59,0.1054,36.0,C,14990.62,Current,Active,2
5193,4140,Personal Loan,2022-10-07,11921.42,0.1898,24.0,B,0.0,Current,Paid Off,45
5194,4141,Credit Card,2025-06-10,12642.18,0.1768,,B,8565.25,Current,Active,13
5195,4141,Personal Loan,2022-02-08,15878.88,0.1455,24.0,A,0.0,Current,Paid Off,53
5196,4141,Mortgage,2023-05-28,220214.41,0.0674,180.0,C,181526.32,Current,Active,38
5197,4142,Personal Loan,2026-03-24,15776.32,0.1061,36.0,C,13764.91,Current,Active,4
5198,4142,Auto Loan,2022-09-22,25676.39,0.0641,72.0,A,9401.15,Current,Active,46
5199,4143,Personal Loan,2022-06-12,17351.17,0.1303,24.0,A,0.0,Current,Paid Off,49
5200,4144,Credit Card,2024-09-29,14712.93,0.1799,,C,9880.65,Current,Active,22
5201,4144,Credit Card,2023-11-11,15159.22,0.2171,,A,11030.06,Current,Active,32
5202,4146,Auto Loan,2023-12-17,34718.03,0.0822,72.0,C,17915.91,Current,Active,31
5203,4147,Personal Loan,2024-08-22,8491.88,0.1265,36.0,B,2861.02,Current,Active,23
5204,4148,Personal Loan,2022-12-09,14729.15,0.0901,36.0,D,0.0,Current,Paid Off,43
5205,4149,Credit Card,2022-05-27,11131.62,0.2415,,C,1822.56,Current,Active,50
5206,4150,Credit Card,2025-10-19,2931.58,0.2572,,D,1996.06,Current,Active,9
5207,4150,Personal Loan,2023-08-16,13303.96,0.1749,36.0,C,692.63,30-59 DPD,Active,35
5208,4151,Mortgage,2024-11-22,446570.71,0.0614,180.0,C,416642.06,Current,Active,20
5209,4152,Personal Loan,2024-08-29,23588.48,0.1745,48.0,B,11088.46,Current,Active,23
5210,4152,Auto Loan,2023-11-02,42242.61,0.0737,72.0,B,22225.45,Current,Active,32
5211,4152,Auto Loan,2025-03-04,32736.33,0.0785,60.0,B,22004.35,Current,Active,16
5212,4153,Credit Card,2026-05-18,12130.7,0.2078,,B,7252.58,Current,Active,2
5213,4154,Credit Card,2023-02-25,2234.46,0.2229,,D,1577.44,90+ DPD,Charged Off,41
5214,4154,Mortgage,2024-10-17,201210.51,0.0641,240.0,D,166788.6,90+ DPD,Charged Off,21
5215,4155,Mortgage,2023-07-04,420024.94,0.0461,180.0,C,342921.78,Current,Active,36
5216,4156,Personal Loan,2023-06-29,4364.7,0.1402,24.0,A,0.0,Current,Paid Off,37
5217,4158,Personal Loan,2024-03-02,5078.89,0.1581,36.0,C,1126.92,Current,Active,28
5218,4159,Auto Loan,2022-07-05,40945.27,0.0661,60.0,C,7559.29,Current,Active,48
5219,4160,Auto Loan,2025-07-30,9020.48,0.1015,60.0,B,6584.26,Current,Active,12
5220,4160,Auto Loan,2026-03-14,9269.81,0.0606,48.0,B,8795.83,30-59 DPD,Active,4
5221,4161,Credit Card,2024-11-19,9839.71,0.2029,,A,2183.91,Current,Active,20
5222,4162,Mortgage,2024-10-29,513145.49,0.0496,240.0,A,463575.56,Current,Active,21
5223,4162,Personal Loan,2026-04-20,5039.88,0.1383,24.0,A,4278.83,Current,Active,3
5224,4163,Credit Card,2026-03-08,17732.78,0.2022,,C,11108.6,Current,Active,4
5225,4163,Personal Loan,2024-02-25,8513.97,0.1662,36.0,D,1682.22,90+ DPD,Active,29
5226,4163,Credit Card,2026-02-27,9804.58,0.2073,,B,3816.88,Current,Active,5
5227,4164,Credit Card,2022-03-27,10463.11,0.2364,,B,3120.53,Current,Active,52
5228,4166,Credit Card,2023-03-29,19298.25,0.2136,,C,9823.53,Current,Active,40
5229,4167,Auto Loan,2023-07-04,34088.77,0.0998,72.0,B,17036.07,Current,Active,36
5230,4167,Personal Loan,2025-12-17,4469.11,0.1441,36.0,C,3759.02,60-89 DPD,Active,7
5231,4167,Credit Card,2026-04-17,11812.61,0.1826,,B,6519.86,Current,Active,3
5232,4168,Credit Card,2023-12-11,17430.27,0.202,,B,6290.16,Current,Active,31
5233,4169,Auto Loan,2023-02-12,41590.28,0.0851,60.0,B,12684.24,Current,Active,41
5234,4169,Mortgage,2026-05-20,373543.0,0.0564,240.0,A,356743.18,Current,Active,2
5235,4170,Personal Loan,2024-05-31,18543.85,0.1348,24.0,D,0.0,Current,Paid Off,26
5236,4170,Credit Card,2023-05-09,16490.02,0.2159,,B,4338.61,Current,Active,38
5237,4171,Personal Loan,2022-10-21,14712.02,0.1039,48.0,C,952.92,Current,Active,45
5238,4171,Credit Card,2025-05-20,10583.33,0.2364,,C,5826.37,Current,Active,14
5239,4172,Personal Loan,2024-03-19,3294.68,0.1333,48.0,D,1853.98,90+ DPD,Charged Off,28
5240,4172,Personal Loan,2022-05-22,12637.27,0.13,24.0,E,0.0,Current,Paid Off,50
5241,4173,Credit Card,2023-02-01,13028.25,0.2567,,C,10239.99,Current,Active,41
5242,4173,Credit Card,2022-08-29,11651.57,0.1766,,B,8848.49,Current,Active,47
5243,4174,Credit Card,2026-04-01,9598.12,0.1604,,B,3491.23,Current,Active,3
5244,4175,Credit Card,2025-06-09,6717.96,0.1608,,C,2398.42,Current,Active,13
5245,4176,Credit Card,2025-04-29,1552.8,0.2276,,B,535.78,Current,Active,15
5246,4177,Personal Loan,2025-11-24,23249.08,0.1611,48.0,A,19386.06,Current,Active,8
5247,4178,Auto Loan,2022-05-07,40230.66,0.069,36.0,D,0.0,Current,Paid Off,50
5248,4180,Credit Card,2025-05-29,8775.71,0.1933,,C,3784.31,Current,Active,14
5249,4181,Credit Card,2024-08-13,8374.0,0.2127,,B,3030.9,Current,Active,23
5250,4182,Personal Loan,2022-02-25,15571.71,0.1717,48.0,B,0.0,Current,Paid Off,53
5251,4183,Mortgage,2025-05-04,412966.71,0.0699,360.0,C,396505.95,Current,Active,14
5252,4184,Personal Loan,2025-08-24,18571.82,0.1513,36.0,C,12129.82,Current,Active,11
5253,4185,Auto Loan,2022-12-02,23134.65,0.0656,48.0,B,2179.91,Current,Active,43
5254,4186,Personal Loan,2023-07-19,18998.95,0.1779,36.0,B,0.0,Current,Paid Off,36
5255,4186,Mortgage,2025-08-07,514742.95,0.0569,240.0,B,487960.72,Current,Active,11
5256,4186,Auto Loan,2024-06-07,26533.18,0.052,36.0,C,8202.5,Current,Active,25
5257,4187,Mortgage,2024-09-05,463144.09,0.0597,240.0,B,300015.56,90+ DPD,Charged Off,22
5258,4187,Credit Card,2023-08-30,1707.64,0.1769,,A,1232.05,Current,Active,35
5259,4189,Credit Card,2023-11-26,4654.75,0.1685,,C,1685.3,Current,Active,32
5260,4189,Auto Loan,2022-07-16,12801.06,0.1037,36.0,D,0.0,Current,Paid Off,48
5261,4190,Mortgage,2024-01-04,498229.33,0.0455,180.0,C,433129.62,30-59 DPD,Active,30
5262,4190,Personal Loan,2024-11-25,8216.85,0.1649,36.0,C,3671.69,Current,Active,20
5263,4191,Credit Card,2023-04-28,17492.39,0.2265,,A,5625.53,Current,Active,39
5264,4192,Personal Loan,2023-02-13,20307.67,0.104,48.0,B,2973.65,Current,Active,41
5265,4193,Personal Loan,2023-03-01,13591.49,0.1493,36.0,D,0.0,Current,Paid Off,40
5266,4194,Credit Card,2026-02-20,6300.77,0.2431,,A,2357.15,Current,Active,5
5267,4194,Mortgage,2025-06-04,280907.32,0.0614,360.0,B,253629.48,Current,Active,13
5268,4195,Credit Card,2026-05-06,9890.89,0.1782,,B,4242.05,Current,Active,2
5269,4195,Personal Loan,2025-11-30,8460.26,0.1023,24.0,B,5558.13,Current,Active,8
5270,4196,Personal Loan,2022-12-05,14838.95,0.1867,48.0,B,1609.9,Current,Active,43
5271,4197,Auto Loan,2022-08-08,31754.58,0.0559,72.0,C,17886.23,90+ DPD,Charged Off,47
5272,4197,Personal Loan,2023-08-10,12600.73,0.133,24.0,B,0.0,Current,Paid Off,35
5273,4198,Auto Loan,2023-11-21,39587.63,0.0525,60.0,C,16788.87,Current,Active,32
5274,4198,Credit Card,2022-10-02,4383.69,0.1889,,B,1945.62,Current,Active,45
5275,4198,Credit Card,2025-04-17,19659.36,0.2457,,B,15818.29,Current,Active,15
5276,4200,Mortgage,2022-11-29,169904.19,0.058,360.0,B,140901.64,Current,Active,44
5277,4202,Personal Loan,2025-01-29,3726.53,0.1786,48.0,B,2167.56,Current,Active,18
5278,4203,Auto Loan,2022-12-28,42168.75,0.0716,60.0,B,10962.05,Current,Active,43
5279,4205,Mortgage,2022-11-07,552053.71,0.0585,240.0,C,453745.79,Current,Active,44
5280,4206,Mortgage,2022-11-30,247213.03,0.0598,360.0,C,215384.1,Current,Active,44
5281,4207,Personal Loan,2024-11-15,14509.59,0.1879,48.0,C,8029.94,30-59 DPD,Active,20
5282,4207,Credit Card,2025-02-22,4561.46,0.2098,,C,804.06,Current,Active,17
5283,4208,Mortgage,2023-03-24,468984.66,0.0616,360.0,C,339603.6,90+ DPD,Charged Off,40
5284,4209,Credit Card,2026-02-07,7016.51,0.2434,,C,1183.01,Current,Active,5
5285,4211,Auto Loan,2024-07-21,41060.48,0.1079,36.0,A,14108.68,Current,Active,24
5286,4212,Personal Loan,2025-02-10,10001.17,0.1115,24.0,C,8410.31,90+ DPD,Charged Off,17
5287,4212,Personal Loan,2023-11-14,9788.24,0.0967,48.0,C,3124.09,Current,Active,32
5288,4213,Personal Loan,2023-12-03,14437.45,0.1768,36.0,E,8922.28,90+ DPD,Charged Off,31
5289,4214,Personal Loan,2025-02-12,6554.21,0.1569,48.0,B,3927.38,Current,Active,17
5290,4215,Personal Loan,2023-09-22,4744.73,0.1788,24.0,D,0.0,Current,Paid Off,34
5291,4216,Auto Loan,2024-04-21,28646.55,0.0589,48.0,C,12315.82,90+ DPD,Charged Off,27
5292,4216,Credit Card,2025-12-28,5933.09,0.1865,,E,2584.4,30-59 DPD,Active,7
5293,4217,Personal Loan,2022-10-10,19959.57,0.185,36.0,C,0.0,Current,Paid Off,45
5294,4218,Personal Loan,2022-07-01,22590.76,0.1784,36.0,B,0.0,Current,Paid Off,48
5295,4219,Credit Card,2026-03-19,2827.16,0.1659,,B,937.62,Current,Active,4
5296,4220,Personal Loan,2024-03-14,11128.09,0.1366,36.0,A,2418.16,Current,Active,28
5297,4220,Auto Loan,2025-11-18,37792.28,0.1025,72.0,D,24664.57,90+ DPD,Charged Off,8
5298,4220,Credit Card,2026-05-02,18394.43,0.1642,,C,9545.67,Current,Active,2
5299,4221,Credit Card,2023-11-09,16886.67,0.2231,,C,12261.83,90+ DPD,Charged Off,32
5300,4221,Personal Loan,2026-05-09,11082.26,0.1027,48.0,C,10323.9,Current,Active,2
5301,4221,Credit Card,2025-03-07,13854.29,0.2484,,C,5262.4,Current,Active,16
5302,4222,Credit Card,2022-11-17,8161.88,0.1866,,D,5364.03,Current,Active,44
5303,4223,Personal Loan,2023-02-01,8980.82,0.162,48.0,C,1261.62,Current,Active,41
5304,4223,Auto Loan,2023-08-06,20929.36,0.0819,36.0,A,1051.22,Current,Active,35
5305,4223,Credit Card,2022-05-31,4014.39,0.2153,,C,753.52,30-59 DPD,Active,50
5306,4224,Auto Loan,2024-09-09,26268.92,0.0832,36.0,C,12349.87,90+ DPD,Charged Off,22
5307,4224,Credit Card,2024-10-07,11549.05,0.2546,,D,10294.97,90+ DPD,Charged Off,21
5308,4224,Auto Loan,2025-05-26,25247.68,0.109,60.0,D,19699.57,Current,Active,14
5309,4225,Personal Loan,2024-08-05,12546.98,0.1682,48.0,B,6313.14,Current,Active,23
5310,4226,Mortgage,2023-04-06,262027.89,0.0644,180.0,D,186959.92,Current,Active,39
